sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,c_length_of_stay,custody_length_of_stay,two_year_recid
1,2,0,0,0,1,1,0,0.0134359692092372,1,0,0.62,1.0,1
1,0,0,0,0,0,2,1,0.004478656403079,0,0,0.86,0.0,0
0,1,2,0,0,0,0,1,0.1577326801959412,0,0,1.71,2.0,0
1,0,0,0,0,0,1,0,0.0594821553533939,1,0,0.93,1.0,1
1,1,0,0,0,0,25,0,0.0117564730580825,0,0,1.25,1.0,0
1,0,5,0,0,0,0,1,0.1577326801959412,0,0,10.89,11.0,0
1,0,2,0,0,0,4,0,0.008257522743177,0,0,1.14,13.0,0
1,0,0,0,0,0,3,0,0.0279916025192442,0,0,0.26,0.0,0
1,0,2,0,0,0,0,0,0.003219034289713,1,1,1.1,1.0,1
1,0,2,0,1,0,15,0,0.158852344296711,1,0,90.94,91.0,1
1,0,0,0,0,0,0,0,0.0078376487053883,0,0,0.87,1.0,0
1,1,2,0,0,0,0,1,0.1577326801959412,0,0,1.08,1.0,0
1,0,2,0,0,0,0,0,0.0594821553533939,1,0,37.1,179.0,1
0,1,2,0,0,0,4,0,0.158852344296711,0,0,257.81,258.0,0
1,0,0,0,0,0,3,0,0.0074177746675997,1,1,47.09,242.0,1
1,0,0,0,0,0,1,0,0.0034989503149055,0,0,0.52,1.0,0
1,1,3,0,0,0,0,0,0.0005598320503848,0,0,2.16,2.0,0
0,0,0,0,0,0,0,0,0.0660601819454163,0,0,2.97,3.0,0
0,0,2,0,0,0,0,1,0.0090972708187543,0,0,1.09,1.0,0
1,0,2,0,0,0,1,0,0.0026592022393282,1,0,1.23,231.0,1
0,0,0,0,0,1,0,1,0.1577326801959412,0,0,0.91,1.0,0
1,0,0,0,0,0,3,1,0.0090972708187543,0,0,2.85,153.0,0
1,1,2,0,0,0,1,1,0.0015395381385584,0,0,0.23,0.0,0
0,1,2,0,0,0,1,0,0.0090972708187543,0,0,60.28,60.0,0
1,2,2,0,0,1,4,0,0.0004198740377886,1,0,0.93,0.0,1
1,0,0,0,0,0,0,0,0.0036389083275017,0,0,72.83,8.0,0
1,1,2,0,0,0,0,1,0.0188943317004898,0,0,0.19,0.0,0
0,0,0,0,0,0,0,1,0.1577326801959412,0,0,1.08,1.0,0
0,0,2,0,0,0,0,1,0.0067179846046186,0,0,0.93,1.0,0
0,0,2,0,0,0,4,1,0.1577326801959412,0,0,0.77,1.0,0
0,2,0,0,0,0,0,0,0.0594821553533939,0,0,0.56,0.0,0
1,0,2,0,0,0,5,0,0.001959412176347,1,0,0.64,1.0,1
1,0,2,0,0,0,0,0,0.0594821553533939,0,0,2.73,3.0,0
1,1,0,0,0,0,3,0,0.0085374387683694,0,0,1.98,2.0,0
1,2,0,0,0,0,8,0,0.0660601819454163,1,0,49.77,318.0,1
0,2,2,0,0,0,1,0,0.008257522743177,0,0,36.79,37.0,0
1,0,0,0,0,0,4,0,0.009517144856543,0,0,118.86,119.0,0
1,0,0,0,0,0,10,0,0.0279916025192442,1,0,0.81,1.0,1
1,0,3,0,0,0,2,0,0.001959412176347,0,0,6.01,7.0,0
0,0,0,0,0,0,4,0,0.0137158852344296,1,0,0.81,7.0,1
1,1,0,0,0,0,2,1,0.1577326801959412,0,0,0.72,1.0,0
1,0,3,0,0,0,3,1,0.0188943317004898,0,0,0.24,0.0,0
1,0,5,0,0,0,1,0,0.006997900629811,1,1,1.18,26.0,1
1,2,2,0,0,0,2,0,0.158852344296711,1,0,49.17,49.0,1
1,0,0,0,0,0,0,1,0.0090972708187543,0,0,1.26,1.0,0
1,2,0,0,0,1,0,1,0.005738278516445,1,0,0.96,1.0,1
1,1,0,0,0,0,22,0,0.0660601819454163,1,0,71.01,140.0,1
0,1,2,0,0,0,3,0,0.0660601819454163,1,0,0.12,0.0,1
1,1,5,0,0,0,0,0,0.0030790762771168,0,0,2.01,2.0,0
1,1,2,0,0,0,5,0,0.0660601819454163,0,0,238.23,238.0,0
0,1,3,0,0,0,1,0,0.158852344296711,0,0,0.98,1.0,0
1,0,0,0,0,0,10,0,0.158852344296711,1,0,0.95,1.0,1
1,0,0,0,0,0,12,1,0.158852344296711,1,1,5.98,38.0,1
1,1,0,0,0,0,1,1,0.1577326801959412,0,0,62.87,63.0,0
1,2,0,1,0,0,1,0,0.0100769769069279,1,0,187.05,145.0,1
1,2,2,0,1,0,4,1,0.005738278516445,1,1,2.14,3.0,1
0,0,2,0,0,0,2,0,0.0660601819454163,1,0,0.08,13.0,1
1,1,3,0,0,0,3,0,0.0660601819454163,1,0,33.97,31.0,1
1,0,2,0,0,0,3,1,0.1577326801959412,1,0,0.86,1.0,1
1,2,0,0,0,0,1,0,0.0134359692092372,1,0,5.23,26.0,1
0,0,3,0,0,0,0,0,0.0594821553533939,0,0,1.15,1.0,0
1,2,0,0,0,0,0,0,0.0008397480755773,0,0,2.01,9.0,0
1,1,0,0,0,0,3,1,0.1577326801959412,1,0,29.4,27.0,1
1,1,0,0,0,0,8,0,0.0660601819454163,1,0,0.75,49.0,1
1,0,0,0,0,0,5,0,0.0279916025192442,0,0,0.96,1.0,0
1,0,2,0,0,0,1,0,0.0036389083275017,0,0,1.86,2.0,0
0,0,0,0,0,0,0,1,0.1577326801959412,1,1,1.08,1.0,1
1,0,2,0,0,0,1,0,0.0594821553533939,1,0,0.98,1.0,1
1,2,3,0,0,0,1,0,0.158852344296711,1,0,0.82,1.0,1
1,0,0,0,0,0,8,1,0.0079776067179846,0,0,5.11,0.0,0
1,1,0,0,0,0,5,0,0.0660601819454163,1,0,0.9,92.0,1
0,0,0,0,0,0,0,1,0.0013995801259622,0,0,4.14,4.0,0
1,2,2,0,0,0,2,0,0.158852344296711,0,0,0.64,1.0,0
1,0,2,0,0,0,4,0,0.0279916025192442,0,0,0.84,1.0,0
1,1,0,0,0,0,21,0,0.0660601819454163,0,0,0.94,1.0,0
1,2,2,0,4,0,4,0,0.0137158852344296,0,0,0.91,1.0,0
1,0,2,0,0,0,1,0,0.0011196641007697,1,1,36.02,36.0,1
1,2,2,0,0,0,0,1,0.001959412176347,0,0,0.98,9.0,0
1,0,0,0,0,0,6,1,0.1577326801959412,0,0,0.96,1.0,0
1,0,0,3,1,0,9,0,0.0034989503149055,1,0,0.93,1.0,1
1,0,2,0,0,0,3,1,0.0079776067179846,0,0,1.28,2.0,0
1,0,0,0,0,0,3,0,0.0106368089573128,1,0,1.28,2.0,1
1,1,0,0,0,0,15,1,0.1577326801959412,0,0,1.03,1.0,0
1,1,4,4,0,0,22,0,0.0660601819454163,1,0,3.06,2.0,1
0,1,5,0,0,0,0,1,0.1577326801959412,0,0,1.01,1.0,0
0,0,0,0,0,0,7,0,0.0064380685794261,1,0,95.16,28.0,1
1,0,0,0,0,0,1,1,0.0090972708187543,0,0,1.06,1.0,0
1,1,0,0,0,0,10,0,0.0594821553533939,1,0,9.84,285.0,1
1,2,0,1,0,1,2,0,0.158852344296711,0,0,36.17,36.0,0
0,0,0,0,0,0,5,0,0.0078376487053883,1,0,1.23,1.0,1
1,0,5,0,0,0,0,0,0.0036389083275017,0,0,1.25,1.0,0
1,1,3,0,0,0,0,0,0.158852344296711,0,0,0.59,1.0,0
0,0,2,0,0,0,2,0,0.0043386983904828,1,1,0.89,1.0,1
0,0,5,0,0,0,1,0,0.0594821553533939,0,0,0.61,1.0,0
1,0,2,0,0,0,5,0,0.0279916025192442,0,0,1.1,1.0,0
1,0,2,0,0,0,2,1,0.1577326801959412,0,0,0.81,1.0,0
1,1,0,0,0,0,10,0,0.158852344296711,0,0,47.97,4.0,0
1,1,5,0,0,0,8,0,0.0001399580125962,1,0,6.11,1.0,1
1,0,0,0,0,0,4,0,0.0064380685794261,1,0,44.98,18.0,1
1,0,2,0,0,0,1,0,0.158852344296711,0,0,2.93,3.0,0
1,1,2,0,0,0,0,0,0.0037788663400979,0,0,0.18,0.0,0
1,1,2,0,0,0,1,1,0.1577326801959412,1,1,0.91,2.0,0
0,0,2,0,0,0,1,0,0.158852344296711,1,1,25.56,26.0,1
1,0,2,0,0,0,4,0,0.0660601819454163,0,0,0.68,1.0,0
1,0,5,0,0,0,0,0,0.0117564730580825,1,0,2.22,19.0,1
1,2,0,0,0,0,3,1,0.1577326801959412,1,0,0.87,0.0,1
1,0,3,0,0,0,3,1,0.1577326801959412,1,0,2.26,2.0,1
1,2,2,0,0,0,1,1,0.1577326801959412,1,0,1.04,1.0,0
1,0,0,0,0,0,18,0,0.0137158852344296,1,0,1.16,1.0,1
1,0,0,0,0,0,1,1,0.005738278516445,1,0,21.89,157.0,1
0,0,0,0,0,0,7,0,0.0594821553533939,1,0,39.21,210.0,1
1,0,0,0,0,0,20,0,0.0279916025192442,0,0,1.08,102.0,0
0,1,5,0,0,0,5,0,0.0054583624912526,1,0,1.28,2.0,1
0,0,0,0,0,0,1,1,0.1577326801959412,0,0,0.65,1.0,0
1,0,0,0,0,0,16,0,0.0106368089573128,1,0,1.01,48.0,1
1,0,2,0,0,0,1,1,0.001959412176347,1,0,2.12,2.0,1
1,1,2,0,0,0,7,0,0.158852344296711,1,0,151.91,152.0,0
1,0,0,0,0,0,1,0,0.158852344296711,1,0,1.13,1.0,0
1,0,2,0,0,0,2,0,0.158852344296711,1,0,31.19,16.0,1
1,1,0,0,0,0,0,0,0.0660601819454163,1,0,0.97,1.0,1
1,0,0,0,0,1,2,0,0.0279916025192442,0,0,7.34,7.0,0
0,1,2,0,0,0,0,0,0.0594821553533939,0,0,1.19,1.0,0
1,1,2,0,0,0,7,1,0.1577326801959412,0,0,0.86,1.0,0
1,2,3,0,0,0,2,0,0.158852344296711,1,0,31.66,32.0,1
0,0,0,0,0,0,0,1,0.1577326801959412,0,0,1.27,1.0,0
1,0,0,0,0,0,2,0,0.0054583624912526,0,0,1.28,2.0,0
1,2,2,0,0,0,3,0,0.0660601819454163,0,0,35.87,58.0,0
1,0,0,0,0,0,11,0,0.0279916025192442,1,0,5.12,2.0,1
1,2,3,0,1,0,2,0,0.0594821553533939,0,0,22.64,23.0,0
1,1,0,0,0,0,28,0,0.0061581525542337,0,0,60.32,21.0,0
1,0,0,0,0,0,2,0,0.0023792862141357,1,0,0.77,177.0,1
1,2,0,0,0,0,0,0,0.0594821553533939,0,0,0.18,0.0,0
1,0,0,0,0,0,5,1,0.1577326801959412,1,0,1.32,39.0,1
1,0,0,0,0,0,1,0,0.0134359692092372,1,0,1.18,1.0,1
1,0,0,0,2,0,17,0,0.158852344296711,1,0,15.02,15.0,1
0,0,2,0,0,0,0,0,0.006997900629811,0,0,0.91,13.0,0
1,0,5,0,0,0,3,0,0.0134359692092372,1,0,1.28,2.0,0
1,1,2,0,0,0,0,1,0.0002799160251924,0,0,0.55,1.0,0
0,2,0,0,0,0,0,0,0.158852344296711,0,0,2.02,7.0,0
1,0,0,0,0,0,4,0,0.0022393282015395,1,0,5.68,9.0,1
1,0,0,0,0,1,12,1,0.001959412176347,1,0,1.06,1695.0,1
1,2,0,0,0,0,0,1,0.004478656403079,1,0,1.11,0.0,1
1,2,5,0,0,0,0,1,0.0134359692092372,0,0,0.14,0.0,0
1,0,3,0,0,0,0,1,0.0188943317004898,0,0,0.97,0.0,0
1,0,3,0,0,0,1,1,0.1577326801959412,0,0,0.2,0.0,0
1,1,2,0,0,0,1,1,0.001959412176347,1,0,40.18,40.0,1
1,0,3,0,0,0,1,1,0.0016794961511546,0,0,1.28,2.0,0
1,2,2,0,0,0,0,1,0.1577326801959412,0,0,0.99,1.0,0
0,1,0,0,0,0,2,0,0.0090972708187543,0,0,1.13,1.0,0
1,2,0,0,0,0,0,0,0.0100769769069279,1,0,2.97,12.0,1
1,0,0,0,0,0,14,0,0.0594821553533939,0,0,56.16,9.0,0
1,0,0,0,0,0,1,0,0.0279916025192442,0,0,1.23,1.0,0
0,0,0,0,0,0,3,0,0.0134359692092372,0,0,0.81,1.0,0
1,1,2,0,0,0,1,0,0.158852344296711,0,0,40.12,40.0,0
1,0,0,0,0,0,16,0,0.158852344296711,1,1,2.1,136.0,1
0,0,2,0,0,0,1,1,0.1577326801959412,0,0,29.13,29.0,0
1,2,0,0,0,0,0,0,0.0001399580125962,1,1,1.0,1.0,1
1,2,2,0,0,0,0,1,0.1577326801959412,1,0,0.99,1.0,1
1,2,2,0,0,0,1,1,0.1577326801959412,0,0,8.97,9.0,0
1,0,0,0,0,0,7,1,0.1577326801959412,0,0,197.79,198.0,0
1,0,0,0,0,0,0,0,0.0004198740377886,0,0,8.01,8.0,0
1,0,2,0,0,0,0,0,0.0037788663400979,0,0,53.61,31.0,0
1,2,3,0,1,0,2,0,0.0036389083275017,1,1,2.59,1.0,1
1,0,0,0,0,0,1,0,0.0001399580125962,0,0,0.96,1.0,0
1,0,0,0,0,0,22,0,0.0279916025192442,1,0,1.1,1.0,1
1,0,2,0,1,0,2,0,0.158852344296711,0,0,69.88,70.0,0
1,1,3,0,0,0,0,1,0.1577326801959412,0,0,1.13,1.0,0
1,0,0,0,0,2,7,1,0.158852344296711,0,0,7.9,7.0,0
1,2,0,0,0,0,0,1,0.1577326801959412,1,0,15.18,15.0,1
1,0,0,0,0,0,9,0,0.0029391182645206,1,1,0.71,40.0,1
1,0,3,0,0,0,0,0,0.158852344296711,0,0,0.22,0.0,0
1,1,0,0,0,0,8,1,0.158852344296711,0,0,34.9,35.0,0
1,0,0,0,0,0,2,0,0.158852344296711,0,0,0.86,1.0,0
1,0,0,0,0,0,1,0,0.0040587823652904,0,0,0.92,1.0,0
1,0,0,0,3,0,7,0,0.158852344296711,1,0,5.06,6.0,0
0,1,2,0,0,0,2,0,0.0660601819454163,0,0,0.77,1.0,0
0,0,2,0,0,0,0,1,0.0079776067179846,0,0,0.08,0.0,0
1,0,2,0,0,0,6,0,0.0594821553533939,1,0,152.25,26.0,1
1,0,0,0,0,0,2,0,0.0660601819454163,1,0,1.02,1.0,1
1,0,2,0,0,0,1,1,0.0016794961511546,0,0,11.19,0.0,0
0,2,2,0,0,0,1,0,0.158852344296711,1,0,0.82,0.0,0
1,0,0,0,0,0,2,1,0.0079776067179846,0,0,0.26,0.0,0
1,1,0,0,0,0,17,0,0.0001399580125962,0,0,178.64,93.0,0
1,0,0,0,0,0,6,0,0.158852344296711,1,1,0.9,1.0,1
1,1,3,0,0,0,0,1,0.0008397480755773,0,0,1.02,1.0,0
1,0,3,0,0,0,5,0,0.158852344296711,1,0,0.88,25.0,1
1,2,0,0,1,0,2,0,0.0033589923023093,1,1,8.13,8.0,1
1,1,0,0,0,0,29,0,0.0134359692092372,1,0,0.81,1.0,1
1,2,3,0,0,0,1,0,0.158852344296711,0,0,177.28,177.0,0
0,0,0,0,0,0,23,1,0.1577326801959412,1,0,0.55,0.0,1
1,0,3,0,0,0,0,1,0.1577326801959412,0,0,0.66,1.0,0
1,2,0,1,0,0,1,0,0.158852344296711,1,1,37.99,38.0,1
1,0,2,0,0,0,1,0,0.158852344296711,0,0,14.05,14.0,0
1,0,0,0,0,0,3,0,0.0134359692092372,1,0,0.57,0.0,1
1,0,0,0,0,1,1,0,0.0013995801259622,1,0,0.98,0.0,1
1,2,0,0,0,0,2,0,0.158852344296711,1,0,33.15,49.0,1
1,0,2,0,0,0,3,1,0.1577326801959412,1,0,0.63,1.0,1
1,1,0,0,0,0,5,0,0.0660601819454163,0,0,300.94,301.0,0
1,0,2,0,0,0,0,1,0.0103568929321203,0,0,1.09,1.0,0
0,1,2,0,0,0,6,0,0.158852344296711,0,0,6.88,56.0,0
1,1,0,0,0,0,16,0,0.158852344296711,1,1,0.84,1.0,1
1,0,3,0,0,0,1,0,0.0594821553533939,1,0,2.05,329.0,1
1,1,2,0,0,0,2,1,0.0103568929321203,0,0,10.85,11.0,0
1,0,2,0,0,0,0,1,0.0067179846046186,0,0,2.11,2.0,0
1,0,3,0,0,0,1,0,0.0085374387683694,0,0,17.01,17.0,0
0,0,0,0,0,0,2,1,0.1577326801959412,0,0,0.76,1.0,0
0,2,2,0,0,0,4,0,0.158852344296711,1,0,2.87,3.0,1
1,0,2,0,0,0,3,0,0.0036389083275017,1,0,37.03,41.0,1
1,0,0,0,0,0,3,1,0.1577326801959412,1,0,38.29,5.0,0
1,2,2,0,0,0,1,0,0.0005598320503848,0,0,11.93,31.0,0
1,2,2,0,0,0,1,0,0.0106368089573128,1,0,0.56,19.0,1
0,0,0,0,0,0,0,0,0.0002799160251924,0,0,191.04,6.0,0
1,0,0,0,0,0,10,0,0.158852344296711,1,0,22.82,0.0,1
1,2,0,0,0,2,0,0,0.010776766969909,1,0,7.11,7.0,1
1,0,0,0,0,0,9,0,0.0100769769069279,0,0,0.22,0.0,0
0,1,5,0,0,0,1,0,0.158852344296711,0,0,0.86,1.0,0
1,1,5,0,0,0,3,1,0.0015395381385584,0,0,3.98,4.0,0
1,0,0,0,0,0,5,1,0.0030790762771168,0,0,323.86,34.0,0
1,0,0,0,0,0,3,0,0.158852344296711,0,0,130.26,130.0,0
0,2,0,0,0,0,0,0,0.010776766969909,0,0,25.09,25.0,0
0,1,0,0,0,0,0,0,0.0134359692092372,1,0,0.12,0.0,1
0,2,0,0,0,5,0,1,0.1577326801959412,1,0,0.96,1.0,1
1,1,2,0,0,0,0,0,0.0016794961511546,0,0,2.07,2.0,0
1,1,0,0,0,0,2,1,0.0022393282015395,0,0,30.96,31.0,0
1,2,0,0,0,4,2,0,0.0594821553533939,1,0,1.14,18.0,1
1,0,2,0,0,0,1,0,0.0100769769069279,0,0,0.63,1.0,0
0,1,2,0,0,0,0,0,0.0015395381385584,0,0,0.06,0.0,0
1,0,0,0,0,1,1,0,0.158852344296711,1,0,1.19,1.0,1
1,2,2,0,0,0,0,1,0.1577326801959412,0,0,1.19,1.0,0
1,0,2,1,0,0,10,0,0.0054583624912526,1,1,0.93,1737.0,1
0,0,3,0,0,0,9,0,0.0134359692092372,1,0,0.91,1.0,1
0,0,0,0,0,0,5,0,0.0279916025192442,1,0,9.2,9.0,1
1,2,0,5,0,2,4,0,0.158852344296711,1,1,23.63,24.0,1
0,0,2,0,0,0,3,0,0.006997900629811,1,0,1.1,21.0,1
0,2,2,0,0,0,0,0,0.0037788663400979,0,0,11.88,12.0,0
0,0,3,0,0,1,8,1,0.0012596221133659,1,1,7.01,7.0,1
1,0,2,0,0,0,1,1,0.0188943317004898,1,0,0.21,0.0,1
1,1,2,0,0,0,9,0,0.0594821553533939,1,0,118.0,118.0,1
1,0,0,0,0,0,6,0,0.0002799160251924,0,0,119.18,119.0,0
1,0,0,0,0,0,4,0,0.0053184044786564,1,0,0.99,1.0,1
1,0,2,0,0,0,2,0,0.0660601819454163,1,0,0.31,0.0,0
1,1,2,0,0,0,18,0,0.009517144856543,1,0,134.15,134.0,1
1,2,2,0,1,3,1,0,0.0660601819454163,1,0,8.13,0.0,1
1,1,2,0,0,0,0,0,0.0061581525542337,0,0,11.0,11.0,0
1,0,0,0,0,0,0,1,0.0062981105668299,0,0,0.91,1.0,0
1,0,5,0,0,0,2,0,0.158852344296711,1,1,51.09,1.0,1
1,0,0,1,0,0,6,0,0.0660601819454163,1,0,0.19,0.0,1
0,0,2,0,0,0,1,0,0.001959412176347,1,0,6.0,1.0,1
0,2,0,0,0,0,2,0,0.0594821553533939,1,0,1.02,59.0,1
0,2,0,0,0,0,7,0,0.0594821553533939,0,0,1.11,1.0,0
1,0,2,0,0,0,0,1,0.1577326801959412,0,0,1.09,1.0,0
0,2,2,0,0,4,1,1,0.0079776067179846,0,0,0.74,1.0,0
1,1,2,0,0,0,1,0,0.0036389083275017,0,0,0.92,1.0,0
1,0,3,0,0,0,7,0,0.0279916025192442,0,0,1.14,1.0,0
1,2,3,0,0,0,2,0,0.0006997900629811,0,0,9.06,9.0,0
0,0,2,0,0,0,0,0,0.0002799160251924,0,0,2.66,3.0,0
1,0,0,0,2,2,13,0,0.0137158852344296,1,0,2.9,4.0,1
1,0,0,0,2,2,27,1,0.1577326801959412,1,0,10.03,0.0,1
1,1,2,0,0,0,2,0,0.0001399580125962,0,0,9.15,9.0,0
1,0,2,0,0,0,0,0,0.158852344296711,0,0,2.07,2.0,0
1,2,0,0,0,0,0,1,0.0134359692092372,0,0,0.02,0.0,0
1,0,2,0,0,0,1,1,0.158852344296711,0,0,1.28,2.0,0
0,0,0,0,0,0,9,1,0.158852344296711,1,1,12.02,36.0,1
1,1,2,0,0,0,3,0,0.0011196641007697,0,0,6.92,0.0,0
1,0,3,0,0,0,3,0,0.0134359692092372,0,0,1.05,1.0,0
1,2,2,0,0,0,1,0,0.0005598320503848,0,0,1.0,1.0,0
1,1,0,0,0,0,3,0,0.0023792862141357,1,0,1.09,1.0,1
1,0,2,0,0,0,0,1,0.0090972708187543,1,0,1.86,2.0,1
1,0,0,0,0,0,6,0,0.0134359692092372,1,0,0.82,1.0,1
1,0,0,1,2,1,6,1,0.158852344296711,0,0,1.01,8.0,0
1,0,0,0,0,0,0,1,0.005738278516445,0,0,0.81,15.0,0
1,1,2,0,0,0,3,1,0.1577326801959412,0,0,0.18,0.0,0
0,0,0,0,0,0,1,1,0.1577326801959412,0,0,1.73,2.0,0
0,0,2,0,0,0,3,0,0.158852344296711,1,0,0.14,3.0,1
1,2,0,0,0,0,0,0,0.0008397480755773,0,0,2.11,0.0,0
1,2,2,0,0,0,1,0,0.010776766969909,1,0,0.77,1.0,1
0,0,0,0,0,0,0,1,0.1577326801959412,0,0,0.92,1.0,0
1,0,0,0,0,0,2,0,0.0004198740377886,0,0,0.87,7.0,0
1,2,2,0,0,0,0,0,0.0011196641007697,0,0,1.07,1.0,0
1,1,0,0,0,0,4,0,0.158852344296711,0,0,0.27,3.0,0
1,2,2,0,1,2,4,1,0.1577326801959412,1,0,2.9,3.0,1
1,0,0,0,0,0,2,0,0.158852344296711,0,0,169.73,233.0,0
1,0,0,0,0,0,0,0,0.0085374387683694,0,0,0.97,6.0,0
1,2,0,0,0,1,5,0,0.0034989503149055,1,1,1.71,2.0,1
1,2,0,0,0,1,0,1,0.1577326801959412,1,0,0.95,1.0,1
1,2,0,0,0,0,0,0,0.0100769769069279,0,0,0.55,1.0,0
1,0,0,0,0,0,2,1,0.158852344296711,0,0,5.1,5.0,0
1,0,0,0,0,0,4,1,0.0009797060881735,0,0,14.76,15.0,0
0,0,0,0,0,0,0,1,0.0016794961511546,0,0,0.55,1.0,0
1,0,0,0,0,0,2,0,0.158852344296711,0,0,1.89,14.0,0
1,0,3,0,0,1,0,0,0.0106368089573128,0,0,0.78,1.0,0
1,0,2,0,0,0,1,1,0.0188943317004898,0,0,0.9,1.0,0
1,2,0,0,0,0,1,0,0.0117564730580825,1,0,3.82,4.0,1
1,0,5,0,0,0,1,0,0.0001399580125962,0,0,1.28,1.0,0
0,0,0,0,0,0,0,0,0.0029391182645206,1,1,2.22,1.0,1
1,2,0,0,0,0,0,0,0.0594821553533939,0,0,11.1,53.0,0
0,2,2,0,2,0,7,1,0.0074177746675997,0,0,1.14,1.0,0
0,0,5,0,1,0,6,0,0.0660601819454163,1,0,0.22,5.0,1
1,0,0,0,0,0,6,0,0.0134359692092372,1,0,0.9,1.0,1
0,2,0,0,0,0,1,0,0.0594821553533939,0,0,4.05,32.0,0
1,0,0,0,0,0,8,0,0.0064380685794261,1,1,25.73,26.0,1
1,0,0,0,0,0,2,0,0.0022393282015395,1,0,0.82,1.0,1
1,0,2,0,0,0,0,1,0.1577326801959412,0,0,6.29,6.0,0
1,2,0,0,0,0,8,0,0.0594821553533939,1,0,2.9,7.0,1
1,0,2,0,0,0,1,0,0.158852344296711,0,0,0.68,1.0,0
1,0,2,0,0,0,0,0,0.006997900629811,1,0,0.38,0.0,1
1,2,2,0,0,0,1,0,0.158852344296711,1,0,3.95,4.0,1
1,2,0,0,0,0,0,1,0.1577326801959412,0,0,0.98,1.0,0
0,1,0,0,0,0,0,0,0.0005598320503848,0,0,4.06,4.0,0
1,1,5,0,0,0,0,1,0.1577326801959412,0,0,1.94,2.0,0
1,0,0,0,1,2,11,0,0.0279916025192442,1,0,1.17,79.0,1
0,0,0,0,0,0,0,0,0.0137158852344296,1,0,57.69,177.0,1
1,0,2,0,0,0,0,1,0.0103568929321203,0,0,0.98,1.0,0
0,2,0,0,0,0,1,1,0.1577326801959412,0,0,1.0,0.0,0
1,2,0,0,0,0,2,0,0.158852344296711,1,0,58.3,58.0,1
1,2,0,0,0,0,0,0,0.0594821553533939,1,0,4.22,1.0,1
1,2,2,0,0,0,0,0,0.0002799160251924,0,0,0.22,0.0,0
1,1,3,0,0,0,2,1,0.0054583624912526,1,0,40.03,40.0,0
1,1,2,0,0,0,2,0,0.0037788663400979,0,0,1.04,1.0,0
1,0,0,0,0,0,3,1,0.1577326801959412,0,0,206.18,206.0,0
1,1,0,0,0,0,12,0,0.0660601819454163,1,0,151.62,152.0,1
1,2,0,0,2,0,2,1,0.0001399580125962,1,1,48.0,48.0,1
1,2,0,1,0,2,1,0,0.158852344296711,1,0,1.99,104.0,1
1,0,0,0,0,0,1,0,0.0008397480755773,0,0,0.91,18.0,0
1,2,0,0,0,0,2,1,0.0001399580125962,1,0,3.97,4.0,1
1,2,3,0,0,0,0,1,0.0134359692092372,0,0,1.03,1.0,0
1,0,0,0,0,0,4,0,0.0117564730580825,1,0,1.09,1.0,1
1,0,0,0,0,0,11,0,0.0030790762771168,1,1,2.22,2.0,1
1,1,2,1,0,0,16,0,0.158852344296711,1,0,67.14,1.0,1
1,2,0,0,0,1,0,0,0.0117564730580825,0,0,1.3,1.0,0
0,2,0,0,0,0,1,0,0.158852344296711,1,0,2.21,2.0,1
1,0,5,0,0,0,1,1,0.1577326801959412,0,0,0.95,1.0,0
1,0,0,0,0,0,3,0,0.158852344296711,1,1,0.0,1.0,1
1,0,0,0,0,0,6,0,0.0594821553533939,1,0,39.23,39.0,1
1,0,0,0,0,0,4,1,0.1577326801959412,1,1,34.09,34.0,1
1,0,2,0,0,0,6,0,0.0078376487053883,1,0,0.66,44.0,1
1,1,2,0,0,0,0,0,0.0001399580125962,0,0,1.2,1.0,0
1,0,2,0,0,0,0,1,0.1577326801959412,0,0,0.83,0.0,0
1,0,0,0,0,0,4,1,0.1577326801959412,0,0,0.84,78.0,0
1,2,0,0,0,1,3,0,0.0036389083275017,1,0,16.04,33.0,1
1,1,2,0,0,0,0,1,0.1577326801959412,1,0,37.78,38.0,1
1,0,0,0,0,0,0,0,0.0015395381385584,1,0,1.15,1.0,1
1,0,0,0,0,0,0,0,0.0106368089573128,0,0,0.83,1.0,0
0,0,0,0,1,0,10,1,0.0090972708187543,1,0,18.8,19.0,1
1,2,2,0,0,0,6,0,0.0025192442267319,1,0,0.91,1.0,1
1,0,0,0,0,0,11,1,0.0058782365290412,0,0,0.9,1.0,0
1,2,0,0,0,0,6,0,0.0594821553533939,1,0,5.08,5.0,1
1,0,0,0,0,0,2,1,0.0188943317004898,0,0,1.11,1.0,0
1,1,2,0,0,0,0,1,0.1577326801959412,0,0,2.88,3.0,0
1,0,0,0,0,0,7,0,0.0594821553533939,1,0,1.89,2.0,1
0,2,0,0,0,0,0,0,0.0029391182645206,1,0,4.38,7.0,1
1,1,0,0,0,0,12,0,0.158852344296711,0,0,28.61,8.0,0
1,1,0,0,0,0,2,1,0.0067179846046186,0,0,1.73,2.0,0
1,0,0,0,0,0,2,0,0.0660601819454163,1,0,0.9,0.0,1
1,1,2,0,0,0,27,1,0.1577326801959412,0,0,1.8,2.0,0
1,1,2,0,0,0,21,1,0.158852344296711,1,0,21.46,0.0,1
1,2,3,0,0,0,1,0,0.0078376487053883,0,0,1.28,2.0,0
1,1,5,0,0,0,2,1,0.1577326801959412,1,1,1.05,2.0,1
